Provincias;Tasas;Sexo;Periodo;Total
33 Asturias;Tasa de paro de la población;Ambos sexos;2021T1;13,73
33 Asturias;Tasa de paro de la población;Ambos sexos;2020T4;13,50
33 Asturias;Tasa de paro de la población;Ambos sexos;2020T3;14,16
33 Asturias;Tasa de paro de la población;Ambos sexos;2020T2;14,45
33 Asturias;Tasa de paro de la población;Ambos sexos;2020T1;14,37
33 Asturias;Tasa de paro de la población;Ambos sexos;2019T4;13,14
33 Asturias;Tasa de paro de la población;Ambos sexos;2019T3;14,43
33 Asturias;Tasa de paro de la población;Ambos sexos;2019T2;14,17
33 Asturias;Tasa de paro de la población;Ambos sexos;2019T1;15,03
33 Asturias;Tasa de paro de la población;Ambos sexos;2018T4;12,86
33 Asturias;Tasa de paro de la población;Ambos sexos;2018T3;13,45
33 Asturias;Tasa de paro de la población;Ambos sexos;2018T2;13,10
33 Asturias;Tasa de paro de la población;Ambos sexos;2018T1;15,02
33 Asturias;Tasa de paro de la población;Ambos sexos;2017T4;14,64
33 Asturias;Tasa de paro de la población;Ambos sexos;2017T3;12,95
33 Asturias;Tasa de paro de la población;Ambos sexos;2017T2;13,03
33 Asturias;Tasa de paro de la población;Ambos sexos;2017T1;14,23
33 Asturias;Tasa de paro de la población;Ambos sexos;2016T4;14,59
33 Asturias;Tasa de paro de la población;Ambos sexos;2016T3;17,05
33 Asturias;Tasa de paro de la población;Ambos sexos;2016T2;19,29
33 Asturias;Tasa de paro de la población;Ambos sexos;2016T1;19,50
33 Asturias;Tasa de paro de la población;Ambos sexos;2015T4;20,33
33 Asturias;Tasa de paro de la población;Ambos sexos;2015T3;16,97
33 Asturias;Tasa de paro de la población;Ambos sexos;2015T2;20,15
33 Asturias;Tasa de paro de la población;Ambos sexos;2015T1;18,99
33 Asturias;Tasa de paro de la población;Ambos sexos;2014T4;20,78
33 Asturias;Tasa de paro de la población;Ambos sexos;2014T3;19,96
33 Asturias;Tasa de paro de la población;Ambos sexos;2014T2;21,02
33 Asturias;Tasa de paro de la población;Ambos sexos;2014T1;22,75
33 Asturias;Tasa de paro de la población;Ambos sexos;2013T4;22,29
33 Asturias;Tasa de paro de la población;Ambos sexos;2013T3;24,15
33 Asturias;Tasa de paro de la población;Ambos sexos;2013T2;24,56
33 Asturias;Tasa de paro de la población;Ambos sexos;2013T1;25,51
33 Asturias;Tasa de paro de la población;Ambos sexos;2012T4;23,82
33 Asturias;Tasa de paro de la población;Ambos sexos;2012T3;21,83
33 Asturias;Tasa de paro de la población;Ambos sexos;2012T2;21,12
33 Asturias;Tasa de paro de la población;Ambos sexos;2012T1;20,52
33 Asturias;Tasa de paro de la población;Ambos sexos;2011T4;18,84
33 Asturias;Tasa de paro de la población;Ambos sexos;2011T3;17,19
33 Asturias;Tasa de paro de la población;Ambos sexos;2011T2;17,17
33 Asturias;Tasa de paro de la población;Ambos sexos;2011T1;18,16
33 Asturias;Tasa de paro de la población;Ambos sexos;2010T4;16,61
33 Asturias;Tasa de paro de la población;Ambos sexos;2010T3;14,10
33 Asturias;Tasa de paro de la población;Ambos sexos;2010T2;16,35
33 Asturias;Tasa de paro de la población;Ambos sexos;2010T1;16,60
33 Asturias;Tasa de paro de la población;Ambos sexos;2009T4;14,13
33 Asturias;Tasa de paro de la población;Ambos sexos;2009T3;13,54
33 Asturias;Tasa de paro de la población;Ambos sexos;2009T2;13,94
33 Asturias;Tasa de paro de la población;Ambos sexos;2009T1;12,07
33 Asturias;Tasa de paro de la población;Ambos sexos;2008T4;10,00
33 Asturias;Tasa de paro de la población;Ambos sexos;2008T3;7,60
33 Asturias;Tasa de paro de la población;Ambos sexos;2008T2;7,84
33 Asturias;Tasa de paro de la población;Ambos sexos;2008T1;8,56
33 Asturias;Tasa de paro de la población;Ambos sexos;2007T4;8,00
33 Asturias;Tasa de paro de la población;Ambos sexos;2007T3;7,13
33 Asturias;Tasa de paro de la población;Ambos sexos;2007T2;9,10
33 Asturias;Tasa de paro de la población;Ambos sexos;2007T1;9,44
33 Asturias;Tasa de paro de la población;Ambos sexos;2006T4;9,09
33 Asturias;Tasa de paro de la población;Ambos sexos;2006T3;9,41
33 Asturias;Tasa de paro de la población;Ambos sexos;2006T2;8,09
33 Asturias;Tasa de paro de la población;Ambos sexos;2006T1;10,06
33 Asturias;Tasa de paro de la población;Ambos sexos;2005T4;9,30
33 Asturias;Tasa de paro de la población;Ambos sexos;2005T3;8,99
33 Asturias;Tasa de paro de la población;Ambos sexos;2005T2;10,68
33 Asturias;Tasa de paro de la población;Ambos sexos;2005T1;11,18
33 Asturias;Tasa de paro de la población;Ambos sexos;2004T4;10,24
33 Asturias;Tasa de paro de la población;Ambos sexos;2004T3;9,25
33 Asturias;Tasa de paro de la población;Ambos sexos;2004T2;10,34
33 Asturias;Tasa de paro de la población;Ambos sexos;2004T1;11,46
33 Asturias;Tasa de paro de la población;Ambos sexos;2003T4;10,14
33 Asturias;Tasa de paro de la población;Ambos sexos;2003T3;11,80
33 Asturias;Tasa de paro de la población;Ambos sexos;2003T2;10,82
33 Asturias;Tasa de paro de la población;Ambos sexos;2003T1;12,44
33 Asturias;Tasa de paro de la población;Ambos sexos;2002T4;10,12
33 Asturias;Tasa de paro de la población;Ambos sexos;2002T3;9,67
33 Asturias;Tasa de paro de la población;Ambos sexos;2002T2;10,28
33 Asturias;Tasa de paro de la población;Ambos sexos;2002T1;9,15
33 Asturias;Tasa de empleo de la población;Ambos sexos;2026T1;47,33
33 Asturias;Tasa de empleo de la población;Ambos sexos;2025T4;48,06
33 Asturias;Tasa de empleo de la población;Ambos sexos;2025T3;47,73
33 Asturias;Tasa de empleo de la población;Ambos sexos;2025T2;48,74
33 Asturias;Tasa de empleo de la población;Ambos sexos;2025T1;47,58
33 Asturias;Tasa de empleo de la población;Ambos sexos;2024T4;47,94
33 Asturias;Tasa de empleo de la población;Ambos sexos;2024T3;47,13
33 Asturias;Tasa de empleo de la población;Ambos sexos;2024T2;44,72
33 Asturias;Tasa de empleo de la población;Ambos sexos;2024T1;45,02
33 Asturias;Tasa de empleo de la población;Ambos sexos;2023T4;44,23
33 Asturias;Tasa de empleo de la población;Ambos sexos;2023T3;44,35
33 Asturias;Tasa de empleo de la población;Ambos sexos;2023T2;44,71
33 Asturias;Tasa de empleo de la población;Ambos sexos;2023T1;42,77
33 Asturias;Tasa de empleo de la población;Ambos sexos;2022T4;42,69
33 Asturias;Tasa de empleo de la población;Ambos sexos;2022T3;43,36
33 Asturias;Tasa de empleo de la población;Ambos sexos;2022T2;43,04
33 Asturias;Tasa de empleo de la población;Ambos sexos;2022T1;43,86
33 Asturias;Tasa de empleo de la población;Ambos sexos;2021T4;44,72
33 Asturias;Tasa de empleo de la población;Ambos sexos;2021T3;44,59
33 Asturias;Tasa de empleo de la población;Ambos sexos;2021T2;43,95
33 Asturias;Tasa de empleo de la población;Ambos sexos;2021T1;43,50
33 Asturias;Tasa de empleo de la población;Ambos sexos;2020T4;43,41
33 Asturias;Tasa de empleo de la población;Ambos sexos;2020T3;42,96
33 Asturias;Tasa de empleo de la población;Ambos sexos;2020T2;41,84
33 Asturias;Tasa de empleo de la población;Ambos sexos;2020T1;43,63
33 Asturias;Tasa de empleo de la población;Ambos sexos;2019T4;44,10
33 Asturias;Tasa de empleo de la población;Ambos sexos;2019T3;43,41
33 Asturias;Tasa de empleo de la población;Ambos sexos;2019T2;43,23
33 Asturias;Tasa de empleo de la población;Ambos sexos;2019T1;43,27
33 Asturias;Tasa de empleo de la población;Ambos sexos;2018T4;43,81
33 Asturias;Tasa de empleo de la población;Ambos sexos;2018T3;44,19
33 Asturias;Tasa de empleo de la población;Ambos sexos;2018T2;44,16
33 Asturias;Tasa de empleo de la población;Ambos sexos;2018T1;43,29
33 Asturias;Tasa de empleo de la población;Ambos sexos;2017T4;43,25
33 Asturias;Tasa de empleo de la población;Ambos sexos;2017T3;44,21
33 Asturias;Tasa de empleo de la población;Ambos sexos;2017T2;44,49
33 Asturias;Tasa de empleo de la población;Ambos sexos;2017T1;43,59
33 Asturias;Tasa de empleo de la población;Ambos sexos;2016T4;43,48
33 Asturias;Tasa de empleo de la población;Ambos sexos;2016T3;43,43
33 Asturias;Tasa de empleo de la población;Ambos sexos;2016T2;42,06
33 Asturias;Tasa de empleo de la población;Ambos sexos;2016T1;41,34
33 Asturias;Tasa de empleo de la población;Ambos sexos;2015T4;41,27
33 Asturias;Tasa de empleo de la población;Ambos sexos;2015T3;42,69
33 Asturias;Tasa de empleo de la población;Ambos sexos;2015T2;40,35
33 Asturias;Tasa de empleo de la población;Ambos sexos;2015T1;40,61
33 Asturias;Tasa de empleo de la población;Ambos sexos;2014T4;40,90
33 Asturias;Tasa de empleo de la población;Ambos sexos;2014T3;41,79
33 Asturias;Tasa de empleo de la población;Ambos sexos;2014T2;40,67
33 Asturias;Tasa de empleo de la población;Ambos sexos;2014T1;40,18
33 Asturias;Tasa de empleo de la población;Ambos sexos;2013T4;40,64
33 Asturias;Tasa de empleo de la población;Ambos sexos;2013T3;39,92
33 Asturias;Tasa de empleo de la población;Ambos sexos;2013T2;39,05
33 Asturias;Tasa de empleo de la población;Ambos sexos;2013T1;39,53
33 Asturias;Tasa de empleo de la población;Ambos sexos;2012T4;39,92
33 Asturias;Tasa de empleo de la población;Ambos sexos;2012T3;41,29
33 Asturias;Tasa de empleo de la población;Ambos sexos;2012T2;41,53
33 Asturias;Tasa de empleo de la población;Ambos sexos;2012T1;40,79
33 Asturias;Tasa de empleo de la población;Ambos sexos;2011T4;42,04
33 Asturias;Tasa de empleo de la población;Ambos sexos;2011T3;42,92
33 Asturias;Tasa de empleo de la población;Ambos sexos;2011T2;43,34
33 Asturias;Tasa de empleo de la población;Ambos sexos;2011T1;42,15
33 Asturias;Tasa de empleo de la población;Ambos sexos;2010T4;42,99
33 Asturias;Tasa de empleo de la población;Ambos sexos;2010T3;44,71
33 Asturias;Tasa de empleo de la población;Ambos sexos;2010T2;43,36
33 Asturias;Tasa de empleo de la población;Ambos sexos;2010T1;43,30
33 Asturias;Tasa de empleo de la población;Ambos sexos;2009T4;44,29
33 Asturias;Tasa de empleo de la población;Ambos sexos;2009T3;44,95
33 Asturias;Tasa de empleo de la población;Ambos sexos;2009T2;44,80
33 Asturias;Tasa de empleo de la población;Ambos sexos;2009T1;45,92
33 Asturias;Tasa de empleo de la población;Ambos sexos;2008T4;47,21
33 Asturias;Tasa de empleo de la población;Ambos sexos;2008T3;49,50
33 Asturias;Tasa de empleo de la población;Ambos sexos;2008T2;48,64
33 Asturias;Tasa de empleo de la población;Ambos sexos;2008T1;47,41
33 Asturias;Tasa de empleo de la población;Ambos sexos;2007T4;46,60
33 Asturias;Tasa de empleo de la población;Ambos sexos;2007T3;47,22
33 Asturias;Tasa de empleo de la población;Ambos sexos;2007T2;45,89
33 Asturias;Tasa de empleo de la población;Ambos sexos;2007T1;45,44
33 Asturias;Tasa de empleo de la población;Ambos sexos;2006T4;45,27
33 Asturias;Tasa de empleo de la población;Ambos sexos;2006T3;45,67
33 Asturias;Tasa de empleo de la población;Ambos sexos;2006T2;46,06
33 Asturias;Tasa de empleo de la población;Ambos sexos;2006T1;44,68
33 Asturias;Tasa de empleo de la población;Ambos sexos;2005T4;44,39
33 Asturias;Tasa de empleo de la población;Ambos sexos;2005T3;43,94
33 Asturias;Tasa de empleo de la población;Ambos sexos;2005T2;42,90
33 Asturias;Tasa de empleo de la población;Ambos sexos;2005T1;42,58
33 Asturias;Tasa de empleo de la población;Ambos sexos;2004T4;41,26
33 Asturias;Tasa de empleo de la población;Ambos sexos;2004T3;42,08
33 Asturias;Tasa de empleo de la población;Ambos sexos;2004T2;41,57
33 Asturias;Tasa de empleo de la población;Ambos sexos;2004T1;41,63
33 Asturias;Tasa de empleo de la población;Ambos sexos;2003T4;42,42
33 Asturias;Tasa de empleo de la población;Ambos sexos;2003T3;41,71
33 Asturias;Tasa de empleo de la población;Ambos sexos;2003T2;40,51
33 Asturias;Tasa de empleo de la población;Ambos sexos;2003T1;39,52
33 Asturias;Tasa de empleo de la población;Ambos sexos;2002T4;40,36
33 Asturias;Tasa de empleo de la población;Ambos sexos;2002T3;40,20
33 Asturias;Tasa de empleo de la población;Ambos sexos;2002T2;39,53
33 Asturias;Tasa de empleo de la población;Ambos sexos;2002T1;39,34
05 Ávila;Tasa de actividad;Ambos sexos;2026T1;49,68
05 Ávila;Tasa de actividad;Ambos sexos;2025T4;50,98
05 Ávila;Tasa de actividad;Ambos sexos;2025T3;51,79
05 Ávila;Tasa de actividad;Ambos sexos;2025T2;51,61
05 Ávila;Tasa de actividad;Ambos sexos;2025T1;48,80
05 Ávila;Tasa de actividad;Ambos sexos;2024T4;52,54
05 Ávila;Tasa de actividad;Ambos sexos;2024T3;55,64
05 Ávila;Tasa de actividad;Ambos sexos;2024T2;51,88
05 Ávila;Tasa de actividad;Ambos sexos;2024T1;50,73
05 Ávila;Tasa de actividad;Ambos sexos;2023T4;52,02
05 Ávila;Tasa de actividad;Ambos sexos;2023T3;52,24
05 Ávila;Tasa de actividad;Ambos sexos;2023T2;53,02
05 Ávila;Tasa de actividad;Ambos sexos;2023T1;53,34
05 Ávila;Tasa de actividad;Ambos sexos;2022T4;54,34
05 Ávila;Tasa de actividad;Ambos sexos;2022T3;53,90
05 Ávila;Tasa de actividad;Ambos sexos;2022T2;51,57
05 Ávila;Tasa de actividad;Ambos sexos;2022T1;52,05
05 Ávila;Tasa de actividad;Ambos sexos;2021T4;53,48
05 Ávila;Tasa de actividad;Ambos sexos;2021T3;51,05
05 Ávila;Tasa de actividad;Ambos sexos;2021T2;53,07
05 Ávila;Tasa de actividad;Ambos sexos;2021T1;51,70
05 Ávila;Tasa de actividad;Ambos sexos;2020T4;55,63
05 Ávila;Tasa de actividad;Ambos sexos;2020T3;55,78
05 Ávila;Tasa de actividad;Ambos sexos;2020T2;52,08
05 Ávila;Tasa de actividad;Ambos sexos;2020T1;53,95
05 Ávila;Tasa de actividad;Ambos sexos;2019T4;54,70
05 Ávila;Tasa de actividad;Ambos sexos;2019T3;53,51
05 Ávila;Tasa de actividad;Ambos sexos;2019T2;52,08
05 Ávila;Tasa de actividad;Ambos sexos;2019T1;50,81
05 Ávila;Tasa de actividad;Ambos sexos;2018T4;52,82
05 Ávila;Tasa de actividad;Ambos sexos;2018T3;53,45
05 Ávila;Tasa de actividad;Ambos sexos;2018T2;53,02
05 Ávila;Tasa de actividad;Ambos sexos;2018T1;53,75
05 Ávila;Tasa de actividad;Ambos sexos;2017T4;53,32
05 Ávila;Tasa de actividad;Ambos sexos;2017T3;55,83
05 Ávila;Tasa de actividad;Ambos sexos;2017T2;56,94
05 Ávila;Tasa de actividad;Ambos sexos;2017T1;56,25
05 Ávila;Tasa de actividad;Ambos sexos;2016T4;55,87
05 Ávila;Tasa de actividad;Ambos sexos;2016T3;56,95
05 Ávila;Tasa de actividad;Ambos sexos;2016T2;55,55
05 Ávila;Tasa de actividad;Ambos sexos;2016T1;55,27
05 Ávila;Tasa de actividad;Ambos sexos;2015T4;52,47
05 Ávila;Tasa de actividad;Ambos sexos;2015T3;54,98
05 Ávila;Tasa de actividad;Ambos sexos;2015T2;54,68
05 Ávila;Tasa de actividad;Ambos sexos;2015T1;52,33
05 Ávila;Tasa de actividad;Ambos sexos;2014T4;53,30
05 Ávila;Tasa de actividad;Ambos sexos;2014T3;53,30
05 Ávila;Tasa de actividad;Ambos sexos;2014T2;53,76
05 Ávila;Tasa de actividad;Ambos sexos;2014T1;54,72
05 Ávila;Tasa de actividad;Ambos sexos;2013T4;55,83
05 Ávila;Tasa de actividad;Ambos sexos;2013T3;55,98
05 Ávila;Tasa de actividad;Ambos sexos;2013T2;53,74
05 Ávila;Tasa de actividad;Ambos sexos;2013T1;54,25
05 Ávila;Tasa de actividad;Ambos sexos;2012T4;54,32
05 Ávila;Tasa de actividad;Ambos sexos;2012T3;56,03
05 Ávila;Tasa de actividad;Ambos sexos;2012T2;55,47
05 Ávila;Tasa de actividad;Ambos sexos;2012T1;53,73
05 Ávila;Tasa de actividad;Ambos sexos;2011T4;53,31
05 Ávila;Tasa de actividad;Ambos sexos;2011T3;54,45
05 Ávila;Tasa de actividad;Ambos sexos;2011T2;53,17
05 Ávila;Tasa de actividad;Ambos sexos;2011T1;51,87
05 Ávila;Tasa de actividad;Ambos sexos;2010T4;52,45
05 Ávila;Tasa de actividad;Ambos sexos;2010T3;52,67
05 Ávila;Tasa de actividad;Ambos sexos;2010T2;50,63
05 Ávila;Tasa de actividad;Ambos sexos;2010T1;51,51
05 Ávila;Tasa de actividad;Ambos sexos;2009T4;51,28
05 Ávila;Tasa de actividad;Ambos sexos;2009T3;53,12
05 Ávila;Tasa de actividad;Ambos sexos;2009T2;52,48
05 Ávila;Tasa de actividad;Ambos sexos;2009T1;52,99
05 Ávila;Tasa de actividad;Ambos sexos;2008T4;52,60
05 Ávila;Tasa de actividad;Ambos sexos;2008T3;53,28
05 Ávila;Tasa de actividad;Ambos sexos;2008T2;52,97
05 Ávila;Tasa de actividad;Ambos sexos;2008T1;52,98
05 Ávila;Tasa de actividad;Ambos sexos;2007T4;52,69
05 Ávila;Tasa de actividad;Ambos sexos;2007T3;53,60
05 Ávila;Tasa de actividad;Ambos sexos;2007T2;51,32
05 Ávila;Tasa de actividad;Ambos sexos;2007T1;49,34
05 Ávila;Tasa de actividad;Ambos sexos;2006T4;49,54
05 Ávila;Tasa de actividad;Ambos sexos;2006T3;50,22
05 Ávila;Tasa de actividad;Ambos sexos;2006T2;50,16
05 Ávila;Tasa de actividad;Ambos sexos;2006T1;47,61
05 Ávila;Tasa de actividad;Ambos sexos;2005T4;48,32
05 Ávila;Tasa de actividad;Ambos sexos;2005T3;49,37
05 Ávila;Tasa de actividad;Ambos sexos;2005T2;47,91
05 Ávila;Tasa de actividad;Ambos sexos;2005T1;47,25
05 Ávila;Tasa de actividad;Ambos sexos;2004T4;47,56
05 Ávila;Tasa de actividad;Ambos sexos;2004T3;47,90
05 Ávila;Tasa de actividad;Ambos sexos;2004T2;47,10
05 Ávila;Tasa de actividad;Ambos sexos;2004T1;44,92
05 Ávila;Tasa de actividad;Ambos sexos;2003T4;45,51
05 Ávila;Tasa de actividad;Ambos sexos;2003T3;44,65
05 Ávila;Tasa de actividad;Ambos sexos;2003T2;44,98
05 Ávila;Tasa de actividad;Ambos sexos;2003T1;45,36
05 Ávila;Tasa de actividad;Ambos sexos;2002T4;46,68
05 Ávila;Tasa de actividad;Ambos sexos;2002T3;45,67
05 Ávila;Tasa de actividad;Ambos sexos;2002T2;44,72
05 Ávila;Tasa de actividad;Ambos sexos;2002T1;44,33
05 Ávila;Tasa de paro de la población;Ambos sexos;2026T1;8,58
05 Ávila;Tasa de paro de la población;Ambos sexos;2025T4;8,20
05 Ávila;Tasa de paro de la población;Ambos sexos;2025T3;7,08
05 Ávila;Tasa de paro de la población;Ambos sexos;2025T2;11,89
05 Ávila;Tasa de paro de la población;Ambos sexos;2025T1;8,35
05 Ávila;Tasa de paro de la población;Ambos sexos;2024T4;9,47
05 Ávila;Tasa de paro de la población;Ambos sexos;2024T3;11,18
05 Ávila;Tasa de paro de la población;Ambos sexos;2024T2;10,31
05 Ávila;Tasa de paro de la población;Ambos sexos;2024T1;13,61
05 Ávila;Tasa de paro de la población;Ambos sexos;2023T4;11,27
05 Ávila;Tasa de paro de la población;Ambos sexos;2023T3;10,51
05 Ávila;Tasa de paro de la población;Ambos sexos;2023T2;11,91
05 Ávila;Tasa de paro de la población;Ambos sexos;2023T1;12,85
05 Ávila;Tasa de paro de la población;Ambos sexos;2022T4;11,39
05 Ávila;Tasa de paro de la población;Ambos sexos;2022T3;13,81
05 Ávila;Tasa de paro de la población;Ambos sexos;2022T2;15,20
05 Ávila;Tasa de paro de la población;Ambos sexos;2022T1;15,34
05 Ávila;Tasa de paro de la población;Ambos sexos;2021T4;15,66
05 Ávila;Tasa de paro de la población;Ambos sexos;2021T3;11,73
05 Ávila;Tasa de paro de la población;Ambos sexos;2021T2;18,50
05 Ávila;Tasa de paro de la población;Ambos sexos;2021T1;16,07
05 Ávila;Tasa de paro de la población;Ambos sexos;2020T4;16,06
05 Ávila;Tasa de paro de la población;Ambos sexos;2020T3;15,43
05 Ávila;Tasa de paro de la población;Ambos sexos;2020T2;13,38
05 Ávila;Tasa de paro de la población;Ambos sexos;2020T1;12,85
05 Ávila;Tasa de paro de la población;Ambos sexos;2019T4;13,57
05 Ávila;Tasa de paro de la población;Ambos sexos;2019T3;12,65
05 Ávila;Tasa de paro de la población;Ambos sexos;2019T2;14,72
05 Ávila;Tasa de paro de la población;Ambos sexos;2019T1;17,87
05 Ávila;Tasa de paro de la población;Ambos sexos;2018T4;13,53
05 Ávila;Tasa de paro de la población;Ambos sexos;2018T3;15,26
05 Ávila;Tasa de paro de la población;Ambos sexos;2018T2;18,05
05 Ávila;Tasa de paro de la población;Ambos sexos;2018T1;18,85
05 Ávila;Tasa de paro de la población;Ambos sexos;2017T4;18,34
05 Ávila;Tasa de paro de la población;Ambos sexos;2017T3;14,45
05 Ávila;Tasa de paro de la población;Ambos sexos;2017T2;18,92
05 Ávila;Tasa de paro de la población;Ambos sexos;2017T1;20,15
05 Ávila;Tasa de paro de la población;Ambos sexos;2016T4;17,16
05 Ávila;Tasa de paro de la población;Ambos sexos;2016T3;19,57
